 0.1900000E+01  0.1432371E+01  0.9684582E+00  0.6258878E+00  0.3792365E+00  0.2082182E+00  0.9667035E-01  0.3173645E-01  0.3206268E-02  0.2985608E-02  0.2467006E-01  0.6320307E-01  0.1146019E+00  0.1757380E+00  0.2441620E+00  0.3179628E+00  0.3956559E+00
 0.2000000E+01  0.1507472E+01  0.1019283E+01  0.6587574E+00  0.3991633E+00  0.2191627E+00  0.1017523E+00  0.3340418E-01  0.3373761E-02  0.3142353E-02  0.2596919E-01  0.6653186E-01  0.1206380E+00  0.1849945E+00  0.2570228E+00  0.3347111E+00  0.4164967E+00
 0.2100000E+01  0.1582530E+01  0.1070085E+01  0.6916161E+00  0.4190850E+00  0.2301051E+00  0.1068333E+00  0.3507152E-01  0.3541060E-02  0.3299037E-02  0.2726844E-01  0.6986101E-01  0.1266749E+00  0.1942521E+00  0.2698851E+00  0.3514614E+00  0.4373402E+00
 0.2200000E+01  0.1657541E+01  0.1120863E+01  0.7244631E+00  0.4390013E+00  0.2410451E+00  0.1119134E+00  0.3673843E-01  0.3708156E-02  0.3455657E-02  0.2856779E-01  0.7319054E-01  0.1327124E+00  0.2035108E+00  0.2827490E+00  0.3682140E+00  0.4581864E+00
 0.2300000E+01  0.1732505E+01  0.1171616E+01  0.7572981E+00  0.4589121E+00  0.2519828E+00  0.1169925E+00  0.3840491E-01  0.3875039E-02  0.3612211E-02  0.2986727E-01  0.7652046E-01  0.1387507E+00  0.2127708E+00  0.2956147E+00  0.3849688E+00  0.4790354E+00
 0.2400000E+01  0.1807417E+01  0.1222344E+01  0.7901204E+00  0.4788171E+00  0.2629179E+00  0.1220705E+00  0.4007093E-01  0.4041700E-02  0.3768695E-02  0.3116687E-01  0.7985079E-01  0.1447898E+00  0.2220319E+00  0.3084822E+00  0.4017259E+00  0.4998875E+00
 0.2500000E+01  0.1882278E+01  0.1273044E+01  0.8229294E+00  0.4987159E+00  0.2738504E+00  0.1271474E+00  0.4173646E-01  0.4208129E-02  0.3925107E-02  0.3246660E-01  0.8318154E-01  0.1508298E+00  0.2312944E+00  0.3213515E+00  0.4184856E+00  0.5207426E+00
 0.2600000E+01  0.1957083E+01  0.1323717E+01  0.8557247E+00  0.5186084E+00  0.2847801E+00  0.1322232E+00  0.4340150E-01  0.4374316E-02  0.4081443E-02  0.3376647E-01  0.8651274E-01  0.1568706E+00  0.2405583E+00  0.3342228E+00  0.4352478E+00  0.5416010E+00
 0.2700000E+01  0.2031832E+01  0.1374360E+01  0.8885057E+00  0.5384944E+00  0.2957070E+00  0.1372978E+00  0.4506601E-01  0.4540252E-02  0.4237700E-02  0.3506648E-01  0.8984440E-01  0.1629123E+00  0.2498236E+00  0.3470961E+00  0.4520127E+00  0.5624628E+00
 0.2800000E+01  0.2106521E+01  0.1424972E+01  0.9212719E+00  0.5583735E+00  0.3066309E+00  0.1423711E+00  0.4672999E-01  0.4705926E-02  0.4393875E-02  0.3636663E-01  0.9317655E-01  0.1689549E+00  0.2590904E+00  0.3599715E+00  0.4687804E+00  0.5833280E+00
 0.2900000E+01  0.2181150E+01  0.1475554E+01  0.9540227E+00  0.5782455E+00  0.3175517E+00  0.1474432E+00  0.4839341E-01  0.4871330E-02  0.4549964E-02  0.3766694E-01  0.9650919E-01  0.1749985E+00  0.2683587E+00  0.3728491E+00  0.4855510E+00  0.6041969E+00
 0.3000000E+01  0.2255715E+01  0.1526102E+01  0.9867575E+00  0.5981101E+00  0.3284694E+00  0.1525140E+00  0.5005625E-01  0.5036454E-02  0.4705966E-02  0.3896741E-01  0.9984234E-01  0.1810430E+00  0.2776286E+00  0.3857289E+00  0.5023246E+00  0.6250696E+00
 0.3100000E+01  0.2330215E+01  0.1576618E+01  0.1019476E+01  0.6179672E+00  0.3393838E+00  0.1575833E+00  0.5171849E-01  0.5201288E-02  0.4861877E-02  0.4026803E-01  0.1031760E+00  0.1870887E+00  0.2869001E+00  0.3986111E+00  0.5191012E+00  0.6459462E+00
 0.3200000E+01  0.2404647E+01  0.1627098E+01  0.1052177E+01  0.6378164E+00  0.3502948E+00  0.1626513E+00  0.5338011E-01  0.5365822E-02  0.5017693E-02  0.4156883E-01  0.1065103E+00  0.1931353E+00  0.2961733E+00  0.4114957E+00  0.5358811E+00  0.6668267E+00
 0.3300000E+01  0.2479010E+01  0.1677542E+01  0.1084861E+01  0.6576576E+00  0.3612023E+00  0.1677178E+00  0.5504110E-01  0.5530048E-02  0.5173412E-02  0.4286979E-01  0.1098451E+00  0.1991831E+00  0.3054483E+00  0.4243828E+00  0.5526643E+00  0.6877115E+00
 0.3400000E+01  0.2553301E+01  0.1727950E+01  0.1117527E+01  0.6774903E+00  0.3721062E+00  0.1727828E+00  0.5670142E-01  0.5693954E-02  0.5329030E-02  0.4417094E-01  0.1131805E+00  0.2052320E+00  0.3147250E+00  0.4372725E+00  0.5694508E+00  0.7086005E+00
 0.3500000E+01  0.2627518E+01  0.1778319E+01  0.1150174E+01  0.6973145E+00  0.3830063E+00  0.1778462E+00  0.5836107E-01  0.5857532E-02  0.5484545E-02  0.4547227E-01  0.1165165E+00  0.2112821E+00  0.3240036E+00  0.4501648E+00  0.5862409E+00  0.7294939E+00
 0.3600000E+01  0.2701659E+01  0.1828650E+01  0.1182802E+01  0.7171299E+00  0.3939026E+00  0.1829081E+00  0.6002002E-01  0.6020773E-02  0.5639953E-02  0.4677378E-01  0.1198531E+00  0.2173333E+00  0.3332842E+00  0.4630598E+00  0.6030346E+00  0.7503918E+00
 0.3700000E+01  0.2775723E+01  0.1878940E+01  0.1215410E+01  0.7369362E+00  0.4047950E+00  0.1879683E+00  0.6167825E-01  0.6183666E-02  0.5795252E-02  0.4807549E-01  0.1231903E+00  0.2233858E+00  0.3425667E+00  0.4759576E+00  0.6198320E+00  0.7712945E+00
 0.3800000E+01  0.2849706E+01  0.1929189E+01  0.1247998E+01  0.7567331E+00  0.4156834E+00  0.1930268E+00  0.6333575E-01  0.6346201E-02  0.5950437E-02  0.4937740E-01  0.1265283E+00  0.2294396E+00  0.3518512E+00  0.4888583E+00  0.6366332E+00  0.7922019E+00
 0.3900000E+01  0.2923607E+01  0.1979395E+01  0.1280565E+01  0.7765205E+00  0.4265676E+00  0.1980836E+00  0.6499249E-01  0.6508371E-02  0.6105506E-02  0.5067952E-01  0.1298668E+00  0.2354947E+00  0.3611378E+00  0.5017620E+00  0.6534383E+00  0.8131142E+00
 0.4000000E+01  0.2997424E+01  0.2029558E+01  0.1313111E+01  0.7962980E+00  0.4374475E+00  0.2031386E+00  0.6664845E-01  0.6670163E-02  0.6260456E-02  0.5198184E-01  0.1332061E+00  0.2415511E+00  0.3704265E+00  0.5146687E+00  0.6702475E+00  0.8340316E+00
 0.4100000E+01  0.3071154E+01  0.2079677E+01  0.1345635E+01  0.8160654E+00  0.4483231E+00  0.2081918E+00  0.6830362E-01  0.6831570E-02  0.6415283E-02  0.5328438E-01  0.1365461E+00  0.2476089E+00  0.3797174E+00  0.5275785E+00  0.6870607E+00  0.8549542E+00
 0.4200000E+01  0.3144797E+01  0.2129750E+01  0.1378137E+01  0.8358226E+00  0.4591942E+00  0.2132431E+00  0.6995797E-01  0.6992582E-02  0.6569985E-02  0.5458713E-01  0.1398868E+00  0.2536681E+00  0.3890105E+00  0.5404915E+00  0.7038782E+00  0.8758821E+00
 0.4300000E+01  0.3218349E+01  0.2179776E+01  0.1410616E+01  0.8555691E+00  0.4700607E+00  0.2182925E+00  0.7161149E-01  0.7153189E-02  0.6724559E-02  0.5589011E-01  0.1432283E+00  0.2597287E+00  0.3983060E+00  0.5534077E+00  0.7207000E+00  0.8968155E+00
 0.4400000E+01  0.3291809E+01  0.2229755E+01  0.1443071E+01  0.8753048E+00  0.4809225E+00  0.2233400E+00  0.7326416E-01  0.7313381E-02  0.6879000E-02  0.5719333E-01  0.1465705E+00  0.2657908E+00  0.4076038E+00  0.5663273E+00  0.7375263E+00  0.9177544E+00
 0.4500000E+01  0.3365174E+01  0.2279685E+01  0.1475503E+01  0.8950295E+00  0.4917796E+00  0.2283854E+00  0.7491595E-01  0.7473149E-02  0.7033306E-02  0.5849677E-01  0.1499135E+00  0.2718544E+00  0.4169039E+00  0.5792503E+00  0.7543570E+00  0.9386990E+00
 0.4600000E+01  0.3438443E+01  0.2329565E+01  0.1507910E+01  0.9147429E+00  0.5026317E+00  0.2334288E+00  0.7656684E-01  0.7632484E-02  0.7187474E-02  0.5980046E-01  0.1532572E+00  0.2779195E+00  0.4262065E+00  0.5921768E+00  0.7711924E+00  0.9596495E+00
 0.4700000E+01  0.3511614E+01  0.2379394E+01  0.1540292E+01  0.9344447E+00  0.5134788E+00  0.2384702E+00  0.7821683E-01  0.7791376E-02  0.7341501E-02  0.6110439E-01  0.1566018E+00  0.2839863E+00  0.4355117E+00  0.6051069E+00  0.7880326E+00  0.9806059E+00
 0.4800000E+01  0.3584684E+01  0.2429171E+01  0.1572648E+01  0.9541347E+00  0.5243208E+00  0.2435093E+00  0.7986588E-01  0.7949814E-02  0.7495383E-02  0.6240857E-01  0.1599473E+00  0.2900546E+00  0.4448194E+00  0.6180407E+00  0.8048776E+00  0.1001568E+01
 0.4900000E+01  0.3657652E+01  0.2478895E+01  0.1604978E+01  0.9738127E+00  0.5351576E+00  0.2485464E+00  0.8151398E-01  0.8107791E-02  0.7649117E-02  0.6371301E-01  0.1632935E+00  0.2961246E+00  0.4541297E+00  0.6309781E+00  0.8217275E+00  0.1022537E+01
 0.5000000E+01  0.3730516E+01  0.2528565E+01  0.1637282E+01  0.9934784E+00  0.5459891E+00  0.2535812E+00  0.8316110E-01  0.8265296E-02  0.7802700E-02  0.6501770E-01  0.1666407E+00  0.3021962E+00  0.4634427E+00  0.6439194E+00  0.8385825E+00  0.1043512E+01
 0.5100000E+01  0.3803273E+01  0.2578181E+01  0.1669559E+01  0.1013132E+01  0.5568151E+00  0.2586137E+00  0.8480724E-01  0.8422320E-02  0.7956128E-02  0.6632266E-01  0.1699887E+00  0.3082695E+00  0.4727583E+00  0.6568645E+00  0.8554426E+00  0.1064494E+01
 0.5200000E+01  0.3875922E+01  0.2627740E+01  0.1701808E+01  0.1032772E+01  0.5676356E+00  0.2636439E+00  0.8645237E-01  0.8578854E-02  0.8109400E-02  0.6762789E-01  0.1733376E+00  0.3143446E+00  0.4820768E+00  0.6698136E+00  0.8723079E+00  0.1085482E+01
 0.5300000E+01  0.3948461E+01  0.2677241E+01  0.1734029E+01  0.1052399E+01  0.5784505E+00  0.2686718E+00  0.8809647E-01  0.8734887E-02  0.8262510E-02  0.6893340E-01  0.1766874E+00  0.3204215E+00  0.4913981E+00  0.6827668E+00  0.8891787E+00  0.1106477E+01
 0.5400000E+01  0.4020888E+01  0.2726685E+01  0.1766222E+01  0.1072014E+01  0.5892596E+00  0.2736972E+00  0.8973952E-01  0.8890410E-02  0.8415456E-02  0.7023918E-01  0.1800382E+00  0.3265002E+00  0.5007223E+00  0.6957241E+00  0.9060548E+00  0.1127479E+01
 0.5500000E+01  0.4093201E+01  0.2776070E+01  0.1798385E+01  0.1091614E+01  0.6000628E+00  0.2787202E+00  0.9138151E-01  0.9045415E-02  0.8568235E-02  0.7154525E-01  0.1833899E+00  0.3325807E+00  0.5100494E+00  0.7086855E+00  0.9229365E+00  0.1148487E+01
 0.5600000E+01  0.4165398E+01  0.2825394E+01  0.1830519E+01  0.1111201E+01  0.6108601E+00  0.2837408E+00  0.9302240E-01  0.9199891E-02  0.8720844E-02  0.7285161E-01  0.1867425E+00  0.3386631E+00  0.5193795E+00  0.7216512E+00  0.9398239E+00  0.1169503E+01
 0.5700000E+01  0.4237477E+01  0.2874657E+01  0.1862622E+01  0.1130774E+01  0.6216513E+00  0.2887588E+00  0.9466219E-01  0.9353828E-02  0.8873279E-02  0.7415826E-01  0.1900962E+00  0.3447474E+00  0.5287127E+00  0.7346213E+00  0.9567170E+00  0.1190526E+01
 0.5800000E+01  0.4309436E+01  0.2923858E+01  0.1894695E+01  0.1150333E+01  0.6324364E+00  0.2937742E+00  0.9630086E-01  0.9507219E-02  0.9025536E-02  0.7546521E-01  0.1934508E+00  0.3508336E+00  0.5380489E+00  0.7475957E+00  0.9736160E+00  0.1211557E+01
 0.5900000E+01  0.4381274E+01  0.2972996E+01  0.1926737E+01  0.1169877E+01  0.6432151E+00  0.2987870E+00  0.9793838E-01  0.9660052E-02  0.9177613E-02  0.7677247E-01  0.1968065E+00  0.3569218E+00  0.5473884E+00  0.7605747E+00  0.9905210E+00  0.1232595E+01
 0.6000000E+01  0.4452988E+01  0.3022069E+01  0.1958747E+01  0.1189407E+01  0.6539875E+00  0.3037972E+00  0.9957474E-01  0.9812319E-02  0.9329507E-02  0.7808003E-01  0.2001632E+00  0.3630120E+00  0.5567310E+00  0.7735583E+00  0.1007432E+01  0.1253640E+01
 0.6100000E+01  0.4524577E+01  0.3071077E+01  0.1990724E+01  0.1208921E+01  0.6647535E+00  0.3088046E+00  0.1012099E+00  0.9964011E-02  0.9481213E-02  0.7938791E-01  0.2035210E+00  0.3691043E+00  0.5660768E+00  0.7865465E+00  0.1024349E+01  0.1274694E+01
 0.6200000E+01  0.4596039E+01  0.3120019E+01  0.2022670E+01  0.1228421E+01  0.6755128E+00  0.3138093E+00  0.1028439E+00  0.1011512E-01  0.9632729E-02  0.8069611E-01  0.2068798E+00  0.3751987E+00  0.5754260E+00  0.7995394E+00  0.1041273E+01  0.1295755E+01
 0.6300000E+01  0.4667371E+01  0.3168894E+01  0.2054581E+01  0.1247905E+01  0.6862654E+00  0.3188112E+00  0.1044767E+00  0.1026563E-01  0.9784051E-02  0.8200462E-01  0.2102397E+00  0.3812951E+00  0.5847785E+00  0.8125371E+00  0.1058202E+01  0.1316824E+01
 0.6400000E+01  0.4738573E+01  0.3217700E+01  0.2086460E+01  0.1267374E+01  0.6970113E+00  0.3238103E+00  0.1061082E+00  0.1041554E-01  0.9935176E-02  0.8331347E-01  0.2136007E+00  0.3873937E+00  0.5941345E+00  0.8255397E+00  0.1075139E+01  0.1337902E+01
 0.6500000E+01  0.4809642E+01  0.3266438E+01  0.2118304E+01  0.1286826E+01  0.7077503E+00  0.3288065E+00  0.1077384E+00  0.1056483E-01  0.1008610E-01  0.8462264E-01  0.2169628E+00  0.3934944E+00  0.6034939E+00  0.8385473E+00  0.1092082E+01  0.1358987E+01
 0.6600000E+01  0.4880576E+01  0.3315105E+01  0.2150113E+01  0.1306263E+01  0.7184822E+00  0.3337997E+00  0.1093674E+00  0.1071350E-01  0.1023682E-01  0.8593216E-01  0.2203260E+00  0.3995974E+00  0.6128569E+00  0.8515599E+00  0.1109031E+01  0.1380081E+01
 0.6700000E+01  0.4951375E+01  0.3363701E+01  0.2181887E+01  0.1325683E+01  0.7292071E+00  0.3387901E+00  0.1109951E+00  0.1086154E-01  0.1038734E-01  0.8724201E-01  0.2236904E+00  0.4057026E+00  0.6222234E+00  0.8645776E+00  0.1125987E+01  0.1401184E+01
 0.6800000E+01  0.5022035E+01  0.3412225E+01  0.2213625E+01  0.1345087E+01  0.7399247E+00  0.3437774E+00  0.1126215E+00  0.1100894E-01  0.1053764E-01  0.8855221E-01  0.2270560E+00  0.4118101E+00  0.6315936E+00  0.8776004E+00  0.1142951E+01  0.1422295E+01
 0.6900000E+01  0.5092555E+01  0.3460675E+01  0.2245328E+01  0.1364473E+01  0.7506351E+00  0.3487616E+00  0.1142465E+00  0.1115569E-01  0.1068773E-01  0.8986276E-01  0.2304228E+00  0.4179199E+00  0.6409674E+00  0.8906286E+00  0.1159921E+01  0.1443415E+01
 0.7000000E+01  0.5162934E+01  0.3509052E+01  0.2276993E+01  0.1383843E+01  0.7613380E+00  0.3537428E+00  0.1158702E+00  0.1130177E-01  0.1083760E-01  0.9117366E-01  0.2337907E+00  0.4240320E+00  0.6503450E+00  0.9036621E+00  0.1176898E+01  0.1464544E+01
 0.7100000E+01  0.5233170E+01  0.3557354E+01  0.2308622E+01  0.1403196E+01  0.7720335E+00  0.3587208E+00  0.1174925E+00  0.1144719E-01  0.1098725E-01  0.9248492E-01  0.2371599E+00  0.4301465E+00  0.6597264E+00  0.9167009E+00  0.1193883E+01  0.1485683E+01
 0.7200000E+01  0.5303260E+01  0.3605580E+01  0.2340212E+01  0.1422531E+01  0.7827213E+00  0.3636956E+00  0.1191134E+00  0.1159193E-01  0.1113668E-01  0.9379655E-01  0.2405303E+00  0.4362634E+00  0.6691116E+00  0.9297453E+00  0.1210874E+01  0.1506830E+01
 0.7300000E+01  0.5373204E+01  0.3653729E+01  0.2371765E+01  0.1441848E+01  0.7934014E+00  0.3686673E+00  0.1207330E+00  0.1173598E-01  0.1128588E-01  0.9510854E-01  0.2439019E+00  0.4423827E+00  0.6785007E+00  0.9427953E+00  0.1227873E+01  0.1527986E+01
 0.7400000E+01  0.5443000E+01  0.3701800E+01  0.2403279E+01  0.1461147E+01  0.8040737E+00  0.3736356E+00  0.1223511E+00  0.1187933E-01  0.1143484E-01  0.9642091E-01  0.2472748E+00  0.4485045E+00  0.6878937E+00  0.9558508E+00  0.1244880E+01  0.1549152E+01
 0.7500000E+01  0.5512645E+01  0.3749792E+01  0.2434754E+01  0.1480429E+01  0.8147381E+00  0.3786007E+00  0.1239677E+00  0.1202198E-01  0.1158358E-01  0.9773365E-01  0.2506490E+00  0.4546289E+00  0.6972908E+00  0.9689121E+00  0.1261894E+01  0.1570328E+01
 0.7600000E+01  0.5582138E+01  0.3797705E+01  0.2466190E+01  0.1499691E+01  0.8253944E+00  0.3835624E+00  0.1255829E+00  0.1216391E-01  0.1173207E-01  0.9904677E-01  0.2540245E+00  0.4607557E+00  0.7066919E+00  0.9819792E+00  0.1278916E+01  0.1591513E+01
 0.7700000E+01  0.5651478E+01  0.3845537E+01  0.2497585E+01  0.1518935E+01  0.8360427E+00  0.3885207E+00  0.1271966E+00  0.1230512E-01  0.1188033E-01  0.1003603E+00  0.2574013E+00  0.4668851E+00  0.7160971E+00  0.9950522E+00  0.1295946E+01  0.1612708E+01
 0.7800000E+01  0.5720663E+01  0.3893288E+01  0.2528940E+01  0.1538161E+01  0.8466827E+00  0.3934756E+00  0.1288088E+00  0.1244559E-01  0.1202833E-01  0.1016742E+00  0.2607794E+00  0.4730171E+00  0.7255065E+00  0.1008131E+01  0.1312983E+01  0.1633913E+01
 0.7900000E+01  0.5789691E+01  0.3940956E+01  0.2560254E+01  0.1557367E+01  0.8573144E+00  0.3984271E+00  0.1304195E+00  0.1258531E-01  0.1217609E-01  0.1029885E+00  0.2641589E+00  0.4791517E+00  0.7349200E+00  0.1021216E+01  0.1330029E+01  0.1655128E+01
 0.8000000E+01  0.5858560E+01  0.3988541E+01  0.2591526E+01  0.1576554E+01  0.8679377E+00  0.4033750E+00  0.1320286E+00  0.1272429E-01  0.1232360E-01  0.1043032E+00  0.2675397E+00  0.4852890E+00  0.7443379E+00  0.1034307E+01  0.1347082E+01  0.1676353E+01
 0.8100000E+01  0.5927270E+01  0.4036042E+01  0.2622757E+01  0.1595721E+01  0.8785525E+00  0.4083193E+00  0.1336362E+00  0.1286250E-01  0.1247085E-01  0.1056182E+00  0.2709219E+00  0.4914290E+00  0.7537600E+00  0.1047404E+01  0.1364144E+01  0.1697588E+01
 0.8200000E+01  0.5995818E+01  0.4083457E+01  0.2653945E+01  0.1614868E+01  0.8891586E+00  0.4132601E+00  0.1352422E+00  0.1299994E-01  0.1261785E-01  0.1069337E+00  0.2743055E+00  0.4975717E+00  0.7631865E+00  0.1060508E+01  0.1381214E+01  0.1718834E+01
 0.8300000E+01  0.6064202E+01  0.4130787E+01  0.2685091E+01  0.1633996E+01  0.8997561E+00  0.4181972E+00  0.1368467E+00  0.1313660E-01  0.1276457E-01  0.1082496E+00  0.2776905E+00  0.5037172E+00  0.7726175E+00  0.1073617E+01  0.1398293E+01  0.1740091E+01
 0.8400000E+01  0.6132422E+01  0.4178030E+01  0.2716193E+01  0.1653103E+01  0.9103447E+00  0.4231306E+00  0.1384495E+00  0.1327247E-01  0.1291104E-01  0.1095660E+00  0.2810770E+00  0.5098655E+00  0.7820529E+00  0.1086733E+01  0.1415380E+01  0.1761358E+01
 0.8500000E+01  0.6200476E+01  0.4225185E+01  0.2747251E+01  0.1672190E+01  0.9209245E+00  0.4280603E+00  0.1400507E+00  0.1340754E-01  0.1305723E-01  0.1108827E+00  0.2844649E+00  0.5160166E+00  0.7914928E+00  0.1099856E+01  0.1432475E+01  0.1782636E+01
 0.8600000E+01  0.6268362E+01  0.4272251E+01  0.2778265E+01  0.1691256E+01  0.9314952E+00  0.4329863E+00  0.1416502E+00  0.1354181E-01  0.1320315E-01  0.1121999E+00  0.2878542E+00  0.5221705E+00  0.8009373E+00  0.1112985E+01  0.1449579E+01  0.1803925E+01
 0.8700000E+01  0.6336079E+01  0.4319228E+01  0.2809234E+01  0.1710302E+01  0.9420568E+00  0.4379084E+00  0.1432481E+00  0.1367525E-01  0.1334879E-01  0.1135174E+00  0.2912450E+00  0.5283273E+00  0.8103865E+00  0.1126121E+01  0.1466692E+01  0.1825225E+01
 0.8800000E+01  0.6403624E+01  0.4366114E+01  0.2840159E+01  0.1729326E+01  0.9526092E+00  0.4428267E+00  0.1448443E+00  0.1380787E-01  0.1349415E-01  0.1148355E+00  0.2946373E+00  0.5344871E+00  0.8198403E+00  0.1139263E+01  0.1483814E+01  0.1846536E+01
 0.8900000E+01  0.6470997E+01  0.4412909E+01  0.2871037E+01  0.1748329E+01  0.9631523E+00  0.4477411E+00  0.1464388E+00  0.1393966E-01  0.1363923E-01  0.1161539E+00  0.2980311E+00  0.5406498E+00  0.8292988E+00  0.1152413E+01  0.1500945E+01  0.1867859E+01
 0.9000000E+01  0.6538197E+01  0.4459612E+01  0.2901870E+01  0.1767310E+01  0.9736861E+00  0.4526516E+00  0.1480316E+00  0.1407060E-01  0.1378401E-01  0.1174728E+00  0.3014264E+00  0.5468155E+00  0.8387621E+00  0.1165569E+01  0.1518085E+01  0.1889193E+01
